"SAMPLE_NAME","SMP_No","FOV_No","DAPI_Nr_Set","DAPI_Nr_SubSet","Volume"
"EG1-DCM-CREN","11","1","76","0","30"
"EG1-DCM-CREN","11","2","103","0","30"
"EG1-DCM-CREN","11","4","88","0","30"
"EG1-DCM-CREN","11","5","68","2","30"
"EG1-DCM-CREN","11","6","87","0","30"
"EG1-DCM-CREN","11","7","80","0","30"
"EG1-DCM-CREN","11","8","73","0","30"
"EG1-DCM-CREN","11","9","109","1","30"
"EG1-DCM-CREN","11","10","104","0","30"
"EG1-DCM-CREN","11","13","89","1","30"
"EG1-DCM-CREN","11","14","98","4","30"
"EG1-DCM-CREN","11","16","97","1","30"
"EG1-DCM-CREN","11","17","78","0","30"
"EG1-DCM-CREN","11","20","94","0","30"
"EG1-DCM-CREN","11","21","102","0","30"
"EG1-DCM-CREN","11","22","90","0","30"
"EG1-DCM-CREN","11","23","118","2","30"
"EG1-DCM-CREN","11","24","97","3","30"
"EG1-DCM-CREN","11","28","90","2","30"
"EG1-DCM-CREN","11","29","63","0","30"
"EG1-DCM-CREN","11","31","77","0","30"
"EG1-DCM-CREN","11","32","99","0","30"
"EG1-DCM-CREN","11","34","85","1","30"
"EG1-DCM-CREN","11","36","67","0","30"
"EG1-DCM-CREN","11","41","114","0","30"
"EG1-DCM-CREN","11","42","109","1","30"
"EG1-DCM-CREN","11","44","95","1","30"
"EG1-DCM-CREN","11","46","104","2","30"
"EG1-DCM-CREN","11","47","96","0","30"
"EG1-DCM-CREN","11","48","91","1","30"
"EG1-DCM-CREN","11","49","113","0","30"
"EG1-DCM-CREN","11","50","106","0","30"
"EG1-DCM-CREN","11","51","113","1","30"
"EG1-DCM-CREN","11","53","117","1","30"
"EG1-EPI-CREN","2","2","62","0","30"
"EG1-EPI-CREN","2","3","49","0","30"
"EG1-EPI-CREN","2","4","49","1","30"
"EG1-EPI-CREN","2","5","55","2","30"
"EG1-EPI-CREN","2","6","58","3","30"
"EG1-EPI-CREN","2","7","64","2","30"
"EG1-EPI-CREN","2","8","51","1","30"
"EG1-EPI-CREN","2","9","52","2","30"
"EG1-EPI-CREN","2","10","65","2","30"
"EG1-EPI-CREN","2","11","42","0","30"
"EG1-EPI-CREN","2","12","61","0","30"
"EG1-EPI-CREN","2","13","58","0","30"
"EG1-EPI-CREN","2","14","40","0","30"
"EG1-EPI-CREN","2","15","55","1","30"
"EG1-EPI-CREN","2","16","62","2","30"
"EG1-EPI-CREN","2","17","69","0","30"
"EG1-EPI-CREN","2","19","66","1","30"
"EG1-EPI-CREN","2","20","62","1","30"
"EG1-EPI-CREN","2","21","63","1","30"
"EG1-EPI-CREN","2","22","43","2","30"
"EG1-EPI-CREN","2","24","63","2","30"
"EG1-EPI-CREN","2","25","52","1","30"
"EG1-EPI-CREN","2","26","66","2","30"
"EG1-EPI-CREN","2","27","42","3","30"
"EG1-EPI-CREN","2","28","66","2","30"
"EG1-EPI-CREN","2","29","45","0","30"
"EG1-EPI-CREN","2","30","22","0","30"
"EG1-EPI-CREN","2","31","58","1","30"
"EG1-EPI-CREN","2","32","54","2","30"
"EG1-EPI-CREN","2","33","53","2","30"
"EG1-EPI-CREN","2","36","48","1","30"
"EG1-EPI-CREN","2","37","63","0","30"
"EG1-EPI-CREN","2","38","59","1","30"
"EG1-EPI-CREN","2","39","72","1","30"
"EG1-EPI-CREN","2","40","56","3","30"
"EG1-EPI-CREN","2","41","45","2","30"
"EG1-EPI-CREN","2","42","67","2","30"
"EG1-EPI-CREN","2","44","53","4","30"
"EG1-EPI-CREN","2","46","55","1","30"
"EG1-EPI-CREN","2","50","66","3","30"
"EG1-EPI-CREN","2","52","78","3","30"
"EG1-EPI-CREN","2","53","48","0","30"
"EG1-EPI-CREN","2","54","36","1","30"
"EG1-MESO-CREN","31","1","26","0","100"
"EG1-MESO-CREN","31","2","42","0","100"
"EG1-MESO-CREN","31","3","52","1","100"
"EG1-MESO-CREN","31","4","51","0","100"
"EG1-MESO-CREN","31","6","44","0","100"
"EG1-MESO-CREN","31","7","43","0","100"
"EG1-MESO-CREN","31","10","31","0","100"
"EG1-MESO-CREN","31","12","50","0","100"
"EG1-MESO-CREN","31","13","49","0","100"
"EG1-MESO-CREN","31","14","37","0","100"
"EG1-MESO-CREN","31","15","30","0","100"
"EG1-MESO-CREN","31","16","33","1","100"
"EG1-MESO-CREN","31","17","37","0","100"
"EG1-MESO-CREN","31","18","26","0","100"
"EG1-MESO-CREN","31","19","44","0","100"
"EG1-MESO-CREN","31","20","48","1","100"
"EG1-MESO-CREN","31","21","58","1","100"
"EG1-MESO-CREN","31","22","60","1","100"
"EG1-MESO-CREN","31","23","40","0","100"
"EG1-MESO-CREN","31","24","29","0","100"
"EG1-MESO-CREN","31","25","56","1","100"
"EG1-MESO-CREN","31","26","30","1","100"
"EG1-MESO-CREN","31","27","52","0","100"
"EG1-MESO-CREN","31","28","46","0","100"
"EG1-MESO-CREN","31","29","46","0","100"
"EG1-MESO-CREN","31","30","42","0","100"
"EG1-MESO-CREN","31","31","46","0","100"
"EG1-MESO-CREN","31","33","42","1","100"
"EG1-MESO-CREN","31","34","45","0","100"
"EG1-MESO-CREN","31","35","61","0","100"
"EG1-MESO-CREN","31","37","44","0","100"
"EG1-MESO-CREN","31","38","36","0","100"
"EG1-MESO-CREN","31","39","48","0","100"
"EG1-MESO-CREN","31","41","55","0","100"
"EG1-MESO-CREN","31","42","31","0","100"
"EG1-MESO-CREN","31","43","43","0","100"
"EG1-MESO-CREN","31","44","39","0","100"
"EG1-MESO-CREN","31","45","49","0","100"
"EG1-MESO-CREN","31","46","51","0","100"
"EG1-MESO-CREN","31","47","39","0","100"
"EG1-MESO-CREN","31","48","55","0","100"
"EG1-MESO-CREN","31","49","47","0","100"
"EG1-MESO-CREN","31","50","38","0","100"
"EG1-MESO-CREN","31","52","44","0","100"
"EG1-MESO-CREN","31","55","47","0","100"
"EG4-DCM-CREN","10","4","77","1","30"
"EG4-DCM-CREN","10","5","101","1","30"
"EG4-DCM-CREN","10","7","78","5","30"
"EG4-DCM-CREN","10","8","132","10","30"
"EG4-DCM-CREN","10","9","73","6","30"
"EG4-DCM-CREN","10","11","73","2","30"
"EG4-DCM-CREN","10","14","114","4","30"
"EG4-DCM-CREN","10","15","123","11","30"
"EG4-DCM-CREN","10","20","111","2","30"
"EG4-DCM-CREN","10","21","65","0","30"
"EG4-DCM-CREN","10","23","76","2","30"
"EG4-DCM-CREN","10","24","85","3","30"
"EG4-DCM-CREN","10","25","150","6","30"
"EG4-DCM-CREN","10","27","68","1","30"
"EG4-DCM-CREN","10","31","116","4","30"
"EG4-DCM-CREN","10","32","112","5","30"
"EG4-DCM-CREN","10","35","71","3","30"
"EG4-DCM-CREN","10","36","99","5","30"
"EG4-DCM-CREN","10","41","98","3","30"
"EG4-DCM-CREN","10","55","89","5","30"
"EG4-EPI-CREN","32","1","90","2","30"
"EG4-EPI-CREN","32","2","78","6","30"
"EG4-EPI-CREN","32","3","83","5","30"
"EG4-EPI-CREN","32","4","68","7","30"
"EG4-EPI-CREN","32","5","85","4","30"
"EG4-EPI-CREN","32","6","66","1","30"
"EG4-EPI-CREN","32","7","66","1","30"
"EG4-EPI-CREN","32","9","68","2","30"
"EG4-EPI-CREN","32","10","110","5","30"
"EG4-EPI-CREN","32","11","73","5","30"
"EG4-EPI-CREN","32","12","51","3","30"
"EG4-EPI-CREN","32","13","71","2","30"
"EG4-EPI-CREN","32","14","100","5","30"
"EG4-EPI-CREN","32","15","65","4","30"
"EG4-EPI-CREN","32","16","81","1","30"
"EG4-EPI-CREN","32","18","54","2","30"
"EG4-EPI-CREN","32","19","67","3","30"
"EG4-EPI-CREN","32","20","76","5","30"
"EG4-EPI-CREN","32","21","74","3","30"
"EG4-EPI-CREN","32","22","60","1","30"
"EG4-EPI-CREN","32","23","60","2","30"
"EG4-EPI-CREN","32","24","47","0","30"
"EG4-EPI-CREN","32","25","86","4","30"
"EG4-EPI-CREN","32","26","84","7","30"
"EG4-EPI-CREN","32","27","75","2","30"
"EG4-EPI-CREN","32","28","86","3","30"
"EG4-EPI-CREN","32","29","75","2","30"
"EG4-EPI-CREN","32","30","61","4","30"
"EG4-EPI-CREN","32","31","48","2","30"
"EG4-EPI-CREN","32","32","85","2","30"
"EG4-EPI-CREN","32","33","61","2","30"
"EG4-EPI-CREN","32","34","75","4","30"
"EG4-EPI-CREN","32","35","82","3","30"
"EG4-EPI-CREN","32","36","64","1","30"
"EG4-EPI-CREN","32","37","64","2","30"
"EG4-EPI-CREN","32","38","72","5","30"
"EG4-EPI-CREN","32","39","72","4","30"
"EG4-EPI-CREN","32","41","50","2","30"
"EG4-EPI-CREN","32","43","50","7","30"
"EG4-EPI-CREN","32","44","97","4","30"
"EG4-EPI-CREN","32","46","50","1","30"
"EG4-EPI-CREN","32","47","74","4","30"
"EG4-EPI-CREN","32","53","71","2","30"
"EG4-EPI-CREN","32","54","70","0","30"
"EG4-EPI-CREN","32","55","87","6","30"
"EG4-MESO-CREN","29","1","126","0","130"
"EG4-MESO-CREN","29","2","101","0","130"
"EG4-MESO-CREN","29","3","84","0","130"
"EG4-MESO-CREN","29","4","101","1","130"
"EG4-MESO-CREN","29","5","100","1","130"
"EG4-MESO-CREN","29","6","116","1","130"
"EG4-MESO-CREN","29","7","120","0","130"
"EG4-MESO-CREN","29","8","100","1","130"
"EG4-MESO-CREN","29","10","128","0","130"
"EG4-MESO-CREN","29","11","132","1","130"
"EG4-MESO-CREN","29","12","143","1","130"
"EG4-MESO-CREN","29","13","115","0","130"
"EG4-MESO-CREN","29","14","143","0","130"
"EG4-MESO-CREN","29","15","132","0","130"
"EG4-MESO-CREN","29","16","51","0","130"
"EG4-MESO-CREN","29","17","123","1","130"
"EG4-MESO-CREN","29","18","140","2","130"
"EG4-MESO-CREN","29","19","114","0","130"
"EG4-MESO-CREN","29","20","119","0","130"
"EG4-MESO-CREN","29","21","127","0","130"
"EG4-MESO-CREN","29","22","146","1","130"
"EG4-MESO-CREN","29","23","116","0","130"
"EG4-MESO-CREN","29","24","88","0","130"
"EG4-MESO-CREN","29","25","138","0","130"
"EG4-MESO-CREN","29","27","113","0","130"
"EG4-MESO-CREN","29","28","147","0","130"
"EG4-MESO-CREN","29","29","118","0","130"
"EG4-MESO-CREN","29","30","128","1","130"
"EG4-MESO-CREN","29","31","110","0","130"
"EG4-MESO-CREN","29","33","94","0","130"
"EG4-MESO-CREN","29","35","91","0","130"
"EG4-MESO-CREN","29","36","105","1","130"
"EG4-MESO-CREN","29","37","110","0","130"
"EG4-MESO-CREN","29","38","91","0","130"
"EG4-MESO-CREN","29","39","126","1","130"
"EG4-MESO-CREN","29","40","88","1","130"
"EG4-MESO-CREN","29","41","121","0","130"
"EG4-MESO-CREN","29","42","124","1","130"
"EG4-MESO-CREN","29","43","118","1","130"
"EG4-MESO-CREN","29","44","73","0","130"
"EG4-MESO-CREN","29","47","145","1","130"
"EG4-MESO-CREN","29","48","88","0","130"
"EG4-MESO-CREN","29","49","104","0","130"
"EG4-MESO-CREN","29","50","111","2","130"
"EG4-MESO-CREN","29","52","133","0","130"
"EG4-MESO-CREN","29","53","106","0","130"
"EG4-MESO-CREN","29","54","115","2","130"
"EG4-MESO-CREN","29","55","108","2","130"
"HG1-DCM-CREN","3","2","802","7","30"
"HG1-DCM-CREN","3","3","755","7","30"
"HG1-DCM-CREN","3","4","668","3","30"
"HG1-DCM-CREN","3","5","660","2","30"
"HG1-DCM-CREN","3","6","811","6","30"
"HG1-DCM-CREN","3","7","387","2","30"
"HG1-DCM-CREN","3","8","884","6","30"
"HG1-DCM-CREN","3","9","968","1","30"
"HG1-DCM-CREN","3","12","877","4","30"
"HG1-DCM-CREN","3","13","829","6","30"
"HG1-DCM-CREN","3","14","581","5","30"
"HG1-DCM-CREN","3","15","617","2","30"
"HG1-DCM-CREN","3","16","733","6","30"
"HG1-DCM-CREN","3","17","232","1","30"
"HG1-DCM-CREN","3","18","935","3","30"
"HG1-DCM-CREN","3","19","526","3","30"
"HG1-DCM-CREN","3","20","713","4","30"
"HG1-DCM-CREN","3","21","745","1","30"
"HG1-DCM-CREN","3","22","946","5","30"
"HG1-DCM-CREN","3","23","979","2","30"
"HG1-DCM-CREN","3","24","890","5","30"
"HG1-DCM-CREN","3","25","512","1","30"
"HG1-DCM-CREN","3","26","982","1","30"
"HG1-DCM-CREN","3","29","657","1","30"
"HG1-DCM-CREN","3","30","917","5","30"
"HG1-DCM-CREN","3","33","1054","10","30"
"HG1-DCM-CREN","3","34","1006","8","30"
"HG1-DCM-CREN","3","35","546","6","30"
"HG1-DCM-CREN","3","36","958","5","30"
"HG1-DCM-CREN","3","37","635","2","30"
"HG1-DCM-CREN","3","39","1065","9","30"
"HG1-DCM-CREN","3","41","798","5","30"
"HG1-DCM-CREN","3","44","649","4","30"
"HG1-DCM-CREN","3","46","931","3","30"
"HG1-DCM-CREN","3","47","660","11","30"
"HG1-DCM-CREN","3","51","924","5","30"
"HG1-DCM-CREN","3","52","752","3","30"
"HG1-EPI-CREN","4","1","216","14","30"
"HG1-EPI-CREN","4","2","202","14","30"
"HG1-EPI-CREN","4","3","213","12","30"
"HG1-EPI-CREN","4","4","198","12","30"
"HG1-EPI-CREN","4","5","179","16","30"
"HG1-EPI-CREN","4","6","170","9","30"
"HG1-EPI-CREN","4","7","224","12","30"
"HG1-EPI-CREN","4","8","244","21","30"
"HG1-EPI-CREN","4","9","227","12","30"
"HG1-EPI-CREN","4","10","134","11","30"
"HG1-EPI-CREN","4","11","227","18","30"
"HG1-EPI-CREN","4","13","234","11","30"
"HG1-EPI-CREN","4","14","121","8","30"
"HG1-EPI-CREN","4","15","147","8","30"
"HG1-EPI-CREN","4","16","163","13","30"
"HG1-EPI-CREN","4","18","241","17","30"
"HG1-EPI-CREN","4","19","190","15","30"
"HG1-EPI-CREN","4","20","208","12","30"
"HG1-EPI-CREN","4","21","166","10","30"
"HG1-EPI-CREN","4","22","164","8","30"
"HG1-EPI-CREN","4","23","121","6","30"
"HG1-EPI-CREN","4","24","207","15","30"
"HG1-EPI-CREN","4","25","221","22","30"
"HG1-EPI-CREN","4","26","251","17","30"
"HG1-EPI-CREN","4","27","256","10","30"
"HG1-EPI-CREN","4","28","171","14","30"
"HG1-EPI-CREN","4","29","142","7","30"
"HG1-EPI-CREN","4","30","148","7","30"
"HG1-EPI-CREN","4","31","213","23","30"
"HG1-EPI-CREN","4","32","173","12","30"
"HG1-EPI-CREN","4","33","214","14","30"
"HG1-EPI-CREN","4","34","219","20","30"
"HG1-EPI-CREN","4","35","182","7","30"
"HG1-EPI-CREN","4","36","171","7","30"
"HG1-EPI-CREN","4","37","183","13","30"
"HG1-EPI-CREN","4","38","189","6","30"
"HG1-EPI-CREN","4","39","204","11","30"
"HG1-EPI-CREN","4","40","209","20","30"
"HG1-EPI-CREN","4","41","173","10","30"
"HG1-EPI-CREN","4","43","224","12","30"
"HG1-EPI-CREN","4","44","192","10","30"
"HG1-EPI-CREN","4","46","169","10","30"
"HG1-EPI-CREN","4","47","232","13","30"
"HG1-EPI-CREN","4","48","201","8","30"
"HG1-EPI-CREN","4","49","224","12","30"
"HG1-EPI-CREN","4","50","237","9","30"
"HG1-EPI-CREN","4","51","204","11","30"
"HG1-EPI-CREN","4","52","235","13","30"
"HG1-EPI-CREN","4","53","253","12","30"
"HG1-EPI-CREN","4","54","224","15","30"
"HG1-EPI-CREN","4","55","196","11","30"
"HG1-MESO-CREN","6","1","187","1","100"
"HG1-MESO-CREN","6","2","117","0","100"
"HG1-MESO-CREN","6","3","136","5","100"
"HG1-MESO-CREN","6","4","143","0","100"
"HG1-MESO-CREN","6","5","163","2","100"
"HG1-MESO-CREN","6","6","147","2","100"
"HG1-MESO-CREN","6","7","146","2","100"
"HG1-MESO-CREN","6","8","100","0","100"
"HG1-MESO-CREN","6","9","88","0","100"
"HG1-MESO-CREN","6","11","188","1","100"
"HG1-MESO-CREN","6","12","138","1","100"
"HG1-MESO-CREN","6","13","148","0","100"
"HG1-MESO-CREN","6","14","163","1","100"
"HG1-MESO-CREN","6","16","144","2","100"
"HG1-MESO-CREN","6","17","144","1","100"
"HG1-MESO-CREN","6","18","116","0","100"
"HG1-MESO-CREN","6","19","109","0","100"
"HG1-MESO-CREN","6","20","125","0","100"
"HG1-MESO-CREN","6","21","138","3","100"
"HG1-MESO-CREN","6","22","163","3","100"
"HG1-MESO-CREN","6","23","154","3","100"
"HG1-MESO-CREN","6","24","133","0","100"
"HG1-MESO-CREN","6","25","143","2","100"
"HG1-MESO-CREN","6","26","128","3","100"
"HG1-MESO-CREN","6","27","108","1","100"
"HG1-MESO-CREN","6","28","115","0","100"
"HG1-MESO-CREN","6","29","144","1","100"
"HG1-MESO-CREN","6","30","138","3","100"
"HG1-MESO-CREN","6","31","137","3","100"
"HG1-MESO-CREN","6","32","158","1","100"
"HG1-MESO-CREN","6","33","114","1","100"
"HG1-MESO-CREN","6","35","117","1","100"
"HG1-MESO-CREN","6","37","128","1","100"
"HG1-MESO-CREN","6","38","184","5","100"
"HG1-MESO-CREN","6","39","112","5","100"
"HG1-MESO-CREN","6","40","145","5","100"
"HG1-MESO-CREN","6","41","142","1","100"
"HG1-MESO-CREN","6","42","160","2","100"
"HG1-MESO-CREN","6","43","108","1","100"
"HG1-MESO-CREN","6","45","151","6","100"
"HG1-MESO-CREN","6","46","135","1","100"
"HG1-MESO-CREN","6","49","166","4","100"
"HG1-MESO-CREN","6","50","125","1","100"
"HG1-BATHY-CREN","16","1","64","0","100"
"HG1-BATHY-CREN","16","2","49","0","100"
"HG1-BATHY-CREN","16","3","40","0","100"
"HG1-BATHY-CREN","16","5","78","1","100"
"HG1-BATHY-CREN","16","6","52","0","100"
"HG1-BATHY-CREN","16","8","67","1","100"
"HG1-BATHY-CREN","16","9","53","0","100"
"HG1-BATHY-CREN","16","10","62","0","100"
"HG1-BATHY-CREN","16","12","59","1","100"
"HG1-BATHY-CREN","16","13","60","2","100"
"HG1-BATHY-CREN","16","14","72","1","100"
"HG1-BATHY-CREN","16","15","80","1","100"
"HG1-BATHY-CREN","16","16","24","0","100"
"HG1-BATHY-CREN","16","17","111","2","100"
"HG1-BATHY-CREN","16","19","99","1","100"
"HG1-BATHY-CREN","16","21","70","0","100"
"HG1-BATHY-CREN","16","22","76","2","100"
"HG1-BATHY-CREN","16","23","85","2","100"
"HG1-BATHY-CREN","16","24","73","0","100"
"HG1-BATHY-CREN","16","26","79","1","100"
"HG1-BATHY-CREN","16","27","87","2","100"
"HG1-BATHY-CREN","16","28","74","0","100"
"HG1-BATHY-CREN","16","29","85","1","100"
"HG1-BATHY-CREN","16","30","62","1","100"
"HG1-BATHY-CREN","16","31","71","0","100"
"HG1-BATHY-CREN","16","33","78","0","100"
"HG1-BATHY-CREN","16","35","66","0","100"
"HG1-BATHY-CREN","16","36","72","0","100"
"HG1-BATHY-CREN","16","38","72","2","100"
"HG1-BATHY-CREN","16","39","52","0","100"
"HG1-BATHY-CREN","16","40","87","1","100"
"HG1-BATHY-CREN","16","41","77","1","100"
"HG1-BATHY-CREN","16","42","84","5","100"
"HG1-BATHY-CREN","16","44","73","1","100"
"HG1-BATHY-CREN","16","47","65","0","100"
"HG1-BATHY-CREN","16","50","64","1","100"
"HG1-BATHY-CREN","16","51","85","0","100"
"HG1-BATHY-CREN","16","52","95","0","100"
"HG1-BATHY-CREN","16","54","72","1","100"
"HG2-DCM-CREN","9","1","603","0","30"
"HG2-DCM-CREN","9","2","645","7","30"
"HG2-DCM-CREN","9","3","641","2","30"
"HG2-DCM-CREN","9","4","596","1","30"
"HG2-DCM-CREN","9","5","556","0","30"
"HG2-DCM-CREN","9","6","577","2","30"
"HG2-DCM-CREN","9","7","585","5","30"
"HG2-DCM-CREN","9","9","598","2","30"
"HG2-DCM-CREN","9","10","539","0","30"
"HG2-DCM-CREN","9","11","528","1","30"
"HG2-DCM-CREN","9","12","659","2","30"
"HG2-DCM-CREN","9","14","619","2","30"
"HG2-DCM-CREN","9","15","515","2","30"
"HG2-DCM-CREN","9","19","606","0","30"
"HG2-DCM-CREN","9","20","607","1","30"
"HG2-DCM-CREN","9","21","628","3","30"
"HG2-DCM-CREN","9","23","539","4","30"
"HG2-DCM-CREN","9","24","516","0","30"
"HG2-DCM-CREN","9","25","362","1","30"
"HG2-DCM-CREN","9","26","653","1","30"
"HG2-DCM-CREN","9","27","678","0","30"
"HG2-DCM-CREN","9","28","607","0","30"
"HG2-DCM-CREN","9","29","584","1","30"
"HG2-DCM-CREN","9","30","546","0","30"
"HG2-DCM-CREN","9","31","425","2","30"
"HG2-DCM-CREN","9","32","504","2","30"
"HG2-DCM-CREN","9","34","625","5","30"
"HG2-DCM-CREN","9","35","571","0","30"
"HG2-DCM-CREN","9","38","538","4","30"
"HG2-DCM-CREN","9","39","671","0","30"
"HG2-DCM-CREN","9","40","625","2","30"
"HG2-DCM-CREN","9","41","596","2","30"
"HG2-DCM-CREN","9","42","615","1","30"
"HG2-DCM-CREN","9","43","582","4","30"
"HG2-DCM-CREN","9","44","667","0","30"
"HG2-DCM-CREN","9","45","576","2","30"
"HG2-DCM-CREN","9","46","490","1","30"
"HG2-DCM-CREN","9","47","551","1","30"
"HG2-DCM-CREN","9","48","566","1","30"
"HG2-DCM-CREN","9","50","651","2","30"
"HG2-DCM-CREN","9","51","630","4","30"
"HG2-DCM-CREN","9","52","604","0","30"
"HG2-DCM-CREN","9","53","574","4","30"
"HG2-DCM-CREN","9","54","615","2","30"
"HG2-EPI-CREN","5","1","149","4","30"
"HG2-EPI-CREN","5","2","133","9","30"
"HG2-EPI-CREN","5","3","169","14","30"
"HG2-EPI-CREN","5","4","190","10","30"
"HG2-EPI-CREN","5","5","158","10","30"
"HG2-EPI-CREN","5","6","217","13","30"
"HG2-EPI-CREN","5","9","222","16","30"
"HG2-EPI-CREN","5","10","254","14","30"
"HG2-EPI-CREN","5","11","224","9","30"
"HG2-EPI-CREN","5","13","205","13","30"
"HG2-EPI-CREN","5","14","194","15","30"
"HG2-EPI-CREN","5","15","207","11","30"
"HG2-EPI-CREN","5","16","206","13","30"
"HG2-EPI-CREN","5","17","224","11","30"
"HG2-EPI-CREN","5","19","210","15","30"
"HG2-EPI-CREN","5","20","185","10","30"
"HG2-EPI-CREN","5","21","182","6","30"
"HG2-EPI-CREN","5","22","196","15","30"
"HG2-EPI-CREN","5","23","183","17","30"
"HG2-EPI-CREN","5","24","200","13","30"
"HG2-EPI-CREN","5","25","220","9","30"
"HG2-EPI-CREN","5","26","241","13","30"
"HG2-EPI-CREN","5","28","218","11","30"
"HG2-EPI-CREN","5","30","218","5","30"
"HG2-EPI-CREN","5","31","205","11","30"
"HG2-EPI-CREN","5","32","148","4","30"
"HG2-EPI-CREN","5","35","203","15","30"
"HG2-EPI-CREN","5","36","216","12","30"
"HG2-EPI-CREN","5","37","234","17","30"
"HG2-EPI-CREN","5","38","218","16","30"
"HG2-EPI-CREN","5","39","241","12","30"
"HG2-EPI-CREN","5","41","208","16","30"
"HG2-EPI-CREN","5","42","168","5","30"
"HG2-EPI-CREN","5","43","208","15","30"
"HG2-EPI-CREN","5","44","237","18","30"
"HG2-EPI-CREN","5","46","224","17","30"
"HG2-EPI-CREN","5","47","202","16","30"
"HG2-EPI-CREN","5","48","164","21","30"
"HG2-EPI-CREN","5","52","185","13","30"
"HG2-EPI-CREN","5","54","218","5","30"
"HG2-MESO-CREN","21","1","77","0","100"
"HG2-MESO-CREN","21","2","71","0","100"
"HG2-MESO-CREN","21","3","61","0","100"
"HG2-MESO-CREN","21","4","68","0","100"
"HG2-MESO-CREN","21","5","86","2","100"
"HG2-MESO-CREN","21","6","97","0","100"
"HG2-MESO-CREN","21","7","71","1","100"
"HG2-MESO-CREN","21","8","92","1","100"
"HG2-MESO-CREN","21","9","83","0","100"
"HG2-MESO-CREN","21","10","86","0","100"
"HG2-MESO-CREN","21","11","83","0","100"
"HG2-MESO-CREN","21","12","80","0","100"
"HG2-MESO-CREN","21","13","67","0","100"
"HG2-MESO-CREN","21","14","72","0","100"
"HG2-MESO-CREN","21","15","83","1","100"
"HG2-MESO-CREN","21","16","81","0","100"
"HG2-MESO-CREN","21","17","95","1","100"
"HG2-MESO-CREN","21","18","69","0","100"
"HG2-MESO-CREN","21","19","80","0","100"
"HG2-MESO-CREN","21","20","80","0","100"
"HG2-MESO-CREN","21","21","83","0","100"
"HG2-MESO-CREN","21","22","76","1","100"
"HG2-MESO-CREN","21","23","97","2","100"
"HG2-MESO-CREN","21","24","93","0","100"
"HG2-MESO-CREN","21","25","77","0","100"
"HG2-MESO-CREN","21","26","73","0","100"
"HG2-MESO-CREN","21","27","73","0","100"
"HG2-MESO-CREN","21","28","80","0","100"
"HG2-MESO-CREN","21","29","60","0","100"
"HG2-MESO-CREN","21","30","84","0","100"
"HG2-MESO-CREN","21","31","67","0","100"
"HG2-MESO-CREN","21","32","68","0","100"
"HG2-MESO-CREN","21","33","72","1","100"
"HG2-MESO-CREN","21","34","99","0","100"
"HG2-MESO-CREN","21","35","81","0","100"
"HG2-MESO-CREN","21","36","97","1","100"
"HG2-MESO-CREN","21","37","71","2","100"
"HG2-MESO-CREN","21","38","80","0","100"
"HG2-MESO-CREN","21","39","68","1","100"
"HG2-MESO-CREN","21","40","50","1","100"
"HG2-MESO-CREN","21","41","65","0","100"
"HG2-MESO-CREN","21","42","72","0","100"
"HG2-MESO-CREN","21","43","89","1","100"
"HG2-MESO-CREN","21","44","81","3","100"
"HG2-MESO-CREN","21","45","75","0","100"
"HG2-MESO-CREN","21","46","72","0","100"
"HG2-MESO-CREN","21","47","90","4","100"
"HG2-MESO-CREN","21","50","73","0","100"
"HG2-MESO-CREN","21","51","72","0","100"
"HG2-MESO-CREN","21","52","47","0","100"
"HG2-MESO-CREN","21","53","82","1","100"
"HG2-MESO-CREN","21","54","33","0","100"
"HG2-MESO-CREN","21","55","51","0","100"
"HG2-BATHY-CREN","23","1","71","0","100"
"HG2-BATHY-CREN","23","2","77","1","100"
"HG2-BATHY-CREN","23","3","68","0","100"
"HG2-BATHY-CREN","23","4","60","1","100"
"HG2-BATHY-CREN","23","5","73","0","100"
"HG2-BATHY-CREN","23","6","18","0","100"
"HG2-BATHY-CREN","23","7","51","0","100"
"HG2-BATHY-CREN","23","8","47","0","100"
"HG2-BATHY-CREN","23","9","67","0","100"
"HG2-BATHY-CREN","23","10","74","0","100"
"HG2-BATHY-CREN","23","11","68","1","100"
"HG2-BATHY-CREN","23","12","75","0","100"
"HG2-BATHY-CREN","23","13","57","0","100"
"HG2-BATHY-CREN","23","15","71","3","100"
"HG2-BATHY-CREN","23","16","74","1","100"
"HG2-BATHY-CREN","23","20","67","1","100"
"HG2-BATHY-CREN","23","21","57","0","100"
"HG2-BATHY-CREN","23","22","78","1","100"
"HG2-BATHY-CREN","23","23","71","2","100"
"HG2-BATHY-CREN","23","25","69","0","100"
"HG2-BATHY-CREN","23","26","89","2","100"
"HG2-BATHY-CREN","23","28","72","0","100"
"HG2-BATHY-CREN","23","29","56","0","100"
"HG2-BATHY-CREN","23","31","69","0","100"
"HG2-BATHY-CREN","23","32","49","0","100"
"HG2-BATHY-CREN","23","33","61","0","100"
"HG2-BATHY-CREN","23","35","80","0","100"
"HG2-BATHY-CREN","23","36","62","1","100"
"HG2-BATHY-CREN","23","37","74","1","100"
"HG2-BATHY-CREN","23","39","63","0","100"
"HG2-BATHY-CREN","23","40","81","0","100"
"HG2-BATHY-CREN","23","41","62","1","100"
"HG2-BATHY-CREN","23","42","59","0","100"
"HG2-BATHY-CREN","23","46","60","0","100"
"HG2-BATHY-CREN","23","47","78","0","100"
