"","StationName","Depth","Domain","SMP_No","FOV_No","DAPI_Nr_Set","DAPI_Nr_SubSet","Volume","conc.DAPI","conc.FISH"
"3104","N4","EPI","SAR406",6,32,229,0,30,759635.333254346,0
"3105","N4","EPI","SAR406",6,35,240,0,30,796124.366729446,0
"3106","N4","EPI","SAR406",6,36,147,1,30,487626.174621785,3317.18486137269
"3107","N4","EPI","SAR406",6,37,223,1,30,739732.22408611,3317.18486137269
"3108","N4","EPI","SAR406",6,38,201,0,30,666754.157135911,0
"3109","N4","EPI","SAR406",6,39,200,0,30,663436.972274538,0
"3110","N4","EPI","SAR406",6,42,234,0,30,776221.257561209,0
"3111","N4","EPI","SAR406",6,45,243,0,30,806075.921313564,0
"3112","N4","EPI","SAR406",6,47,215,0,30,713194.745195128,0
"3113","N4","EPI","SAR406",6,48,231,2,30,766269.702977091,6634.36972274538
"3114","N4","EPI","SAR406",6,53,260,1,30,862468.063956899,3317.18486137269
"3115","N4","EPI","SAR406",6,54,219,1,30,726463.484640619,3317.18486137269
"3116","N4","MESO","SAR406",12,1,110,0,100,109467.100425299,0
"3117","N4","MESO","SAR406",12,2,97,0,100,96530.0794659453,0
"3118","N4","MESO","SAR406",12,4,116,0,100,115438.03317577,0
"3119","N4","MESO","SAR406",12,5,98,0,100,97525.2349243571,0
"3120","N4","MESO","SAR406",12,7,109,1,100,108471.944966887,995.155458411807
"3121","N4","MESO","SAR406",12,9,88,0,100,87573.680340239,0
"3122","N4","MESO","SAR406",12,10,90,1,100,89563.9912570626,995.155458411807
"3123","N4","MESO","SAR406",12,11,112,0,100,111457.411342122,0
"3124","N4","MESO","SAR406",12,13,122,0,100,121408.96592624,0
"3125","N4","MESO","SAR406",12,14,82,0,100,81602.7475897682,0
"3126","N4","MESO","SAR406",12,15,71,0,100,70656.0375472383,0
"3127","N4","MESO","SAR406",12,16,76,0,100,75631.8148392973,0
"3128","N4","MESO","SAR406",12,18,85,0,100,84588.2139650036,0
"3129","N4","MESO","SAR406",12,19,108,0,100,107476.789508475,0
"3130","N4","MESO","SAR406",12,20,104,0,100,103496.167674828,0
"3131","N4","MESO","SAR406",12,22,94,1,100,93544.6130907099,995.155458411807
"3132","N4","MESO","SAR406",12,25,103,2,100,102501.012216416,1990.31091682361
"3133","N4","MESO","SAR406",12,26,111,0,100,110462.255883711,0
"3134","N4","MESO","SAR406",12,27,107,0,100,106481.634050063,0
"3135","N4","MESO","SAR406",12,29,40,0,100,39806.2183364723,0
"3136","N4","MESO","SAR406",12,30,79,0,100,78617.2812145328,0
"3137","N4","MESO","SAR406",12,31,104,0,100,103496.167674828,0
"3138","N4","MESO","SAR406",12,32,96,0,100,95534.9240075335,0
"3139","N4","MESO","SAR406",12,34,86,0,100,85583.3694234154,0
"3140","N4","MESO","SAR406",12,35,89,0,100,88568.8357986508,0
"3141","N4","MESO","SAR406",12,36,126,0,100,125389.587759888,0
"3142","N4","MESO","SAR406",12,37,95,0,100,94539.7685491217,0
"3143","N4","MESO","SAR406",12,39,114,0,100,113447.722258946,0
"3144","N4","MESO","SAR406",12,40,100,0,100,99515.5458411807,0
"3145","N4","MESO","SAR406",12,43,88,0,100,87573.680340239,0
"3146","N4","MESO","SAR406",12,44,108,0,100,107476.789508475,0
"3147","N4","MESO","SAR406",12,45,109,0,100,108471.944966887,0
"3148","N4","MESO","SAR406",12,46,99,0,100,98520.3903827689,0
"3149","N4","MESO","SAR406",12,47,102,0,100,101505.856758004,0
"3150","N4","MESO","SAR406",12,48,88,0,100,87573.680340239,0
"3151","N4","MESO","SAR406",12,49,125,0,100,124394.432301476,0
"3152","N4","MESO","SAR406",12,50,89,1,100,88568.8357986508,995.155458411807
"3153","N4","MESO","SAR406",12,51,86,1,100,85583.3694234154,995.155458411807
"3154","N4","MESO","SAR406",12,52,103,0,100,102501.012216416,0
"3155","N4","MESO","SAR406",12,53,100,1,100,99515.5458411807,995.155458411807
"3156","N4","MESO","SAR406",12,55,91,1,100,90559.1467154744,995.155458411807
"3157","N4","BATHY","SAR406",1,3,52,1,100,51748.083837414,995.155458411807
"3158","N4","BATHY","SAR406",1,4,42,0,100,41796.5292532959,0
"3159","N4","BATHY","SAR406",1,5,36,0,100,35825.5965028251,0
"3160","N4","BATHY","SAR406",1,7,49,0,100,48762.6174621785,0
"3161","N4","BATHY","SAR406",1,8,55,2,100,54733.5502126494,1990.31091682361
"3162","N4","BATHY","SAR406",1,9,43,0,100,42791.6847117077,0
"3163","N4","BATHY","SAR406",1,11,28,0,100,27864.3528355306,0
"3164","N4","BATHY","SAR406",1,12,38,0,100,37815.9074196487,0
"3165","N4","BATHY","SAR406",1,13,36,1,100,35825.5965028251,995.155458411807
"3166","N4","BATHY","SAR406",1,14,51,0,100,50752.9283790022,0
"3167","N4","BATHY","SAR406",1,15,33,0,100,32840.1301275896,0
"3168","N4","BATHY","SAR406",1,16,50,1,100,49757.7729205904,995.155458411807
"3169","N4","BATHY","SAR406",1,17,49,1,100,48762.6174621785,995.155458411807
"3170","N4","BATHY","SAR406",1,19,46,1,100,45777.1510869431,995.155458411807
"3171","N4","BATHY","SAR406",1,20,37,3,100,36820.7519612369,2985.46637523542
"3172","N4","BATHY","SAR406",1,21,45,1,100,44781.9956285313,995.155458411807
"3173","N4","BATHY","SAR406",1,22,43,0,100,42791.6847117077,0
"3174","N4","BATHY","SAR406",1,24,47,3,100,46772.3065453549,2985.46637523542
"3175","N4","BATHY","SAR406",1,25,45,0,100,44781.9956285313,0
"3176","N4","BATHY","SAR406",1,27,43,1,100,42791.6847117077,995.155458411807
"3177","N4","BATHY","SAR406",1,28,45,1,100,44781.9956285313,995.155458411807
"3178","N4","BATHY","SAR406",1,29,43,0,100,42791.6847117077,0
"3179","N4","BATHY","SAR406",1,30,46,0,100,45777.1510869431,0
"3180","N4","BATHY","SAR406",1,32,44,0,100,43786.8401701195,0
"3181","N4","BATHY","SAR406",1,33,34,0,100,33835.2855860014,0
"3182","N4","BATHY","SAR406",1,34,52,1,100,51748.083837414,995.155458411807
"3183","N4","BATHY","SAR406",1,35,44,0,100,43786.8401701195,0
"3184","N4","BATHY","SAR406",1,37,35,0,100,34830.4410444132,0
"3185","N4","BATHY","SAR406",1,38,46,0,100,45777.1510869431,0
"3186","N4","BATHY","SAR406",1,39,36,2,100,35825.5965028251,1990.31091682361
"3187","N4","BATHY","SAR406",1,41,49,1,100,48762.6174621785,995.155458411807
"3188","N4","BATHY","SAR406",1,42,40,1,100,39806.2183364723,995.155458411807
"3189","N4","BATHY","SAR406",1,44,59,0,100,58714.1720462966,0
"3190","N4","BATHY","SAR406",1,46,30,1,100,29854.6637523542,995.155458411807
"3191","N4","BATHY","SAR406",1,49,43,1,100,42791.6847117077,995.155458411807
"3192","N4","BATHY","SAR406",1,51,47,1,100,46772.3065453549,995.155458411807
"3193","N4","BATHY","SAR406",1,52,54,0,100,53738.3947542376,0
"3194","N4","BATHY","SAR406",1,53,48,1,100,47767.4620037667,995.155458411807
"3195","N5","DCM","SAR406",2,2,453,1,30,1502684.74220183,3317.18486137269
"3196","N5","DCM","SAR406",2,3,507,1,30,1681812.72471595,3317.18486137269
"3197","N5","DCM","SAR406",2,4,518,0,30,1718301.75819105,0
"3198","N5","DCM","SAR406",2,5,577,0,30,1914015.66501204,0
"3199","N5","DCM","SAR406",2,7,499,3,30,1655275.24582497,9951.55458411807
"3200","N5","DCM","SAR406",2,8,602,0,30,1996945.28654636,0
"3201","N5","DCM","SAR406",2,10,600,0,30,1990310.91682361,0
"3202","N5","DCM","SAR406",2,15,297,1,30,985203.903827689,3317.18486137269
"3203","N5","DCM","SAR406",2,16,442,0,30,1466195.70872673,0
"3204","N5","DCM","SAR406",2,17,515,0,30,1708350.20360694,0
"3205","N5","DCM","SAR406",2,18,520,0,30,1724936.1279138,0
"3206","N5","DCM","SAR406",2,21,416,1,30,1379948.90233104,3317.18486137269
"3207","N5","DCM","SAR406",2,24,484,0,30,1605517.47290438,0
"3208","N5","DCM","SAR406",2,25,484,1,30,1605517.47290438,3317.18486137269
"3209","N5","DCM","SAR406",2,26,378,0,30,1253895.87759888,0
"3210","N5","DCM","SAR406",2,27,570,1,30,1890795.37098243,3317.18486137269
"3211","N5","DCM","SAR406",2,28,484,1,30,1605517.47290438,3317.18486137269
"3212","N5","DCM","SAR406",2,29,554,0,30,1837720.41320047,0
"3213","N5","DCM","SAR406",2,32,580,0,30,1923967.21959616,0
"3214","N5","DCM","SAR406",2,34,575,1,30,1907381.2952893,3317.18486137269
"3215","N5","DCM","SAR406",2,36,346,0,30,1147745.96203495,0
"3216","N5","DCM","SAR406",2,38,422,0,30,1399852.01149928,0
"3217","N5","DCM","SAR406",2,39,472,0,30,1565711.25456791,0
"3218","N5","DCM","SAR406",2,45,547,2,30,1814500.11917086,6634.36972274538
"3219","N5","DCM","SAR406",2,46,401,0,30,1330191.12941045,0
"3220","N5","DCM","SAR406",2,50,526,1,30,1744839.23708204,3317.18486137269
"3221","N5","DCM","SAR406",2,55,542,0,30,1797914.194864,0
"3222","N5","EPI","SAR406",1,1,290,0,30,961983.60979808,0
"3223","N5","EPI","SAR406",1,2,240,1,30,796124.366729446,3317.18486137269
"3224","N5","EPI","SAR406",1,3,250,0,30,829296.215343173,0
"3225","N5","EPI","SAR406",1,4,214,0,30,709877.560333756,0
"3226","N5","EPI","SAR406",1,5,228,0,30,756318.148392973,0
"3227","N5","EPI","SAR406",1,6,242,0,30,802758.736452191,0
"3228","N5","EPI","SAR406",1,7,193,0,30,640216.678244929,0
"3229","N5","EPI","SAR406",1,8,201,0,30,666754.157135911,0
"3230","N5","EPI","SAR406",1,9,229,0,30,759635.333254346,0
"3231","N5","EPI","SAR406",1,10,237,0,30,786172.812145328,0
"3232","N5","EPI","SAR406",1,11,228,0,30,756318.148392973,0
"3233","N5","EPI","SAR406",1,12,253,0,30,839247.769927291,0
"3234","N5","EPI","SAR406",1,13,226,1,30,749683.778670228,3317.18486137269
"3235","N5","EPI","SAR406",1,14,224,0,30,743049.408947483,0
"3236","N5","EPI","SAR406",1,17,255,0,30,845882.139650036,0
"3237","N5","EPI","SAR406",1,19,237,1,30,786172.812145328,3317.18486137269
"3238","N5","EPI","SAR406",1,20,279,0,30,925494.576322981,0
"3239","N5","EPI","SAR406",1,21,250,0,30,829296.215343173,0
"3240","N5","EPI","SAR406",1,22,216,0,30,716511.930056501,0
"3241","N5","EPI","SAR406",1,26,126,1,30,417965.292532959,3317.18486137269
"3242","N5","EPI","SAR406",1,28,204,0,30,676705.711720029,0
"3243","N5","EPI","SAR406",1,33,242,0,30,802758.736452191,0
"3244","N5","EPI","SAR406",1,35,168,0,30,557287.056710612,0
"3245","N5","EPI","SAR406",1,36,183,0,30,607044.829631202,0
"3246","N5","EPI","SAR406",1,37,255,0,30,845882.139650036,0
"3247","N5","EPI","SAR406",1,38,121,0,30,401379.368226096,0
"3248","N5","EPI","SAR406",1,39,244,0,30,809393.106174936,0
"3249","N5","EPI","SAR406",1,41,208,1,30,689974.45116552,3317.18486137269
"3250","N5","EPI","SAR406",1,43,154,0,30,510846.468651394,0
"3251","N5","EPI","SAR406",1,48,206,0,30,683340.081442774,0
"3252","N5","EPI","SAR406",1,51,244,0,30,809393.106174936,0
"3253","N5","EPI","SAR406",1,52,285,1,30,945397.685491217,3317.18486137269
"3254","N5","EPI","SAR406",1,53,243,0,30,806075.921313564,0
"3255","N5","EPI","SAR406",1,54,210,0,30,696608.820888265,0
"3256","N5","MESO","SAR406",10,1,88,1,100,87573.680340239,995.155458411807
"3257","N5","MESO","SAR406",10,2,69,0,100,68665.7266304147,0
"3258","N5","MESO","SAR406",10,5,121,0,100,120413.810467829,0
"3259","N5","MESO","SAR406",10,6,74,0,100,73641.5039224737,0
"3260","N5","MESO","SAR406",10,7,125,0,100,124394.432301476,0
"3261","N5","MESO","SAR406",10,10,107,1,100,106481.634050063,995.155458411807
"3262","N5","MESO","SAR406",10,11,101,1,100,100510.701299593,995.155458411807
"3263","N5","MESO","SAR406",10,12,79,0,100,78617.2812145328,0
"3264","N5","MESO","SAR406",10,14,100,0,100,99515.5458411807,0
"3265","N5","MESO","SAR406",10,15,25,1,100,24878.8864602952,995.155458411807
"3266","N5","MESO","SAR406",10,16,98,0,100,97525.2349243571,0
"3267","N5","MESO","SAR406",10,18,109,1,100,108471.944966887,995.155458411807
"3268","N5","MESO","SAR406",10,20,92,0,100,91554.3021738862,0
"3269","N5","MESO","SAR406",10,23,100,0,100,99515.5458411807,0
"3270","N5","MESO","SAR406",10,24,112,0,100,111457.411342122,0
"3271","N5","MESO","SAR406",10,26,113,0,100,112452.566800534,0
"3272","N5","MESO","SAR406",10,27,79,0,100,78617.2812145328,0
"3273","N5","MESO","SAR406",10,29,86,0,100,85583.3694234154,0
"3274","N5","MESO","SAR406",10,30,113,1,100,112452.566800534,995.155458411807
"3275","N5","MESO","SAR406",10,31,91,0,100,90559.1467154744,0
"3276","N5","MESO","SAR406",10,32,101,0,100,100510.701299593,0
"3277","N5","MESO","SAR406",10,33,99,0,100,98520.3903827689,0
"3278","N5","MESO","SAR406",10,34,83,0,100,82597.90304818,0
"3279","N5","MESO","SAR406",10,35,85,0,100,84588.2139650036,0
"3280","N5","MESO","SAR406",10,37,73,0,100,72646.3484640619,0
"3281","N5","MESO","SAR406",10,38,97,0,100,96530.0794659453,0
"3282","N5","MESO","SAR406",10,39,119,0,100,118423.499551005,0
"3283","N5","MESO","SAR406",10,40,85,0,100,84588.2139650036,0
"3284","N5","MESO","SAR406",10,41,101,0,100,100510.701299593,0
"3285","N5","MESO","SAR406",10,43,88,1,100,87573.680340239,995.155458411807
"3286","N5","MESO","SAR406",10,44,63,0,100,62694.7938799438,0
"3287","N5","MESO","SAR406",10,45,53,0,100,52743.2392958258,0
"3288","N5","MESO","SAR406",10,46,88,0,100,87573.680340239,0
"3289","N5","MESO","SAR406",10,47,117,0,100,116433.188634181,0
"3290","N5","MESO","SAR406",10,49,102,0,100,101505.856758004,0
"3291","N5","MESO","SAR406",10,51,95,0,100,94539.7685491217,0
"3292","N5","MESO","SAR406",10,52,90,0,100,89563.9912570626,0
"3293","N5","MESO","SAR406",10,53,77,0,100,76626.9702977092,0
"3294","N5","MESO","SAR406",10,54,64,0,100,63689.9493383557,0
"3295","N5","BATHY","SAR406",12,1,29,0,100,28859.5082939424,0
"3296","N5","BATHY","SAR406",12,2,49,1,100,48762.6174621785,995.155458411807
"3297","N5","BATHY","SAR406",12,3,34,0,100,33835.2855860014,0
"3298","N5","BATHY","SAR406",12,4,39,0,100,38811.0628780605,0
"3299","N5","BATHY","SAR406",12,5,35,0,100,34830.4410444132,0
"3300","N5","BATHY","SAR406",12,6,30,0,100,29854.6637523542,0
"3301","N5","BATHY","SAR406",12,7,39,0,100,38811.0628780605,0
"3302","N5","BATHY","SAR406",12,8,40,0,100,39806.2183364723,0
"3303","N5","BATHY","SAR406",12,10,39,1,100,38811.0628780605,995.155458411807
"3304","N5","BATHY","SAR406",12,11,43,0,100,42791.6847117077,0
"3305","N5","BATHY","SAR406",12,12,38,0,100,37815.9074196487,0
"3306","N5","BATHY","SAR406",12,13,42,0,100,41796.5292532959,0
"3307","N5","BATHY","SAR406",12,14,29,0,100,28859.5082939424,0
"3308","N5","BATHY","SAR406",12,15,40,0,100,39806.2183364723,0
"3309","N5","BATHY","SAR406",12,16,31,0,100,30849.819210766,0
"3310","N5","BATHY","SAR406",12,17,35,0,100,34830.4410444132,0
"3311","N5","BATHY","SAR406",12,19,44,0,100,43786.8401701195,0
"3312","N5","BATHY","SAR406",12,20,28,0,100,27864.3528355306,0
"3313","N5","BATHY","SAR406",12,21,44,0,100,43786.8401701195,0
"3314","N5","BATHY","SAR406",12,23,45,0,100,44781.9956285313,0
"3315","N5","BATHY","SAR406",12,24,40,0,100,39806.2183364723,0
"3316","N5","BATHY","SAR406",12,26,32,0,100,31844.9746691778,0
"3317","N5","BATHY","SAR406",12,27,34,0,100,33835.2855860014,0
"3318","N5","BATHY","SAR406",12,28,27,0,100,26869.1973771188,0
"3319","N5","BATHY","SAR406",12,29,37,0,100,36820.7519612369,0
"3320","N5","BATHY","SAR406",12,30,32,1,100,31844.9746691778,995.155458411807
"3321","N5","BATHY","SAR406",12,31,38,0,100,37815.9074196487,0
"3322","N5","BATHY","SAR406",12,32,47,1,100,46772.3065453549,995.155458411807
"3323","N5","BATHY","SAR406",12,33,33,0,100,32840.1301275896,0
"3324","N5","BATHY","SAR406",12,34,43,0,100,42791.6847117077,0
"3325","N5","BATHY","SAR406",12,35,30,2,100,29854.6637523542,1990.31091682361
"3326","N5","BATHY","SAR406",12,36,50,0,100,49757.7729205904,0
"3327","N5","BATHY","SAR406",12,38,43,1,100,42791.6847117077,995.155458411807
"3328","N5","BATHY","SAR406",12,40,39,0,100,38811.0628780605,0
"3329","N5","BATHY","SAR406",12,41,25,0,100,24878.8864602952,0
"3330","N5","BATHY","SAR406",12,42,33,0,100,32840.1301275896,0
"3331","N5","BATHY","SAR406",12,43,38,0,100,37815.9074196487,0
"3332","N5","BATHY","SAR406",12,44,39,0,100,38811.0628780605,0
"3333","N5","BATHY","SAR406",12,46,54,0,100,53738.3947542376,0
"3334","N5","BATHY","SAR406",12,47,34,0,100,33835.2855860014,0
"3335","N5","BATHY","SAR406",12,49,50,0,100,49757.7729205904,0
"3336","N5","BATHY","SAR406",12,51,44,1,100,43786.8401701195,995.155458411807
"3337","N5","BATHY","SAR406",12,52,32,0,100,31844.9746691778,0
"3338","N5","BATHY","SAR406",12,54,44,0,100,43786.8401701195,0
"3339","SV2","DCM","SAR406",16,1,841,0,30,2789752.46841443,0
"3340","SV2","DCM","SAR406",16,2,798,1,30,2647113.51937541,3317.18486137269
"3341","SV2","DCM","SAR406",16,3,697,1,30,2312077.84837676,3317.18486137269
"3342","SV2","DCM","SAR406",16,4,750,1,30,2487888.64602952,3317.18486137269
"3343","SV2","DCM","SAR406",16,6,719,0,30,2385055.91532696,0
"3344","SV2","DCM","SAR406",16,11,767,0,30,2544280.78867285,0
"3345","SV2","DCM","SAR406",16,12,857,1,30,2842827.4261964,3317.18486137269
"3346","SV2","DCM","SAR406",16,13,738,0,30,2448082.42769305,0
"3347","SV2","DCM","SAR406",16,14,519,0,30,1721618.94305243,0
"3348","SV2","DCM","SAR406",16,16,563,1,30,1867575.07695282,3317.18486137269
"3349","SV2","DCM","SAR406",16,18,514,0,30,1705033.01874556,0
"3350","SV2","DCM","SAR406",16,20,733,1,30,2431496.50338618,3317.18486137269
"3351","SV2","DCM","SAR406",16,21,732,2,30,2428179.31852481,6634.36972274538
"3352","SV2","DCM","SAR406",16,22,413,1,30,1369997.34774692,3317.18486137269
"3353","SV2","DCM","SAR406",16,23,519,0,30,1721618.94305243,0
"3354","SV2","DCM","SAR406",16,24,760,0,30,2521060.49464324,0
"3355","SV2","DCM","SAR406",16,26,642,4,30,2129632.68100127,13268.7394454908
"3356","SV2","DCM","SAR406",16,28,714,4,30,2368469.9910201,13268.7394454908
"3357","SV2","DCM","SAR406",16,31,731,2,30,2424862.13366344,6634.36972274538
"3358","SV2","DCM","SAR406",16,32,888,0,30,2945660.15689895,0
"3359","SV2","DCM","SAR406",16,34,836,1,30,2773166.54410757,3317.18486137269
"3360","SV2","DCM","SAR406",16,37,484,3,30,1605517.47290438,9951.55458411807
"3361","SV2","DCM","SAR406",16,39,756,1,30,2507791.75519775,3317.18486137269
"3362","SV2","DCM","SAR406",16,41,733,0,30,2431496.50338618,0
"3363","SV2","DCM","SAR406",16,42,685,6,30,2272271.63004029,19903.1091682361
"3364","SV2","DCM","SAR406",16,47,428,1,30,1419755.12066751,3317.18486137269
"3365","SV2","DCM","SAR406",16,48,637,1,30,2113046.7566944,3317.18486137269
"3366","SV2","DCM","SAR406",16,52,899,1,30,2982149.19037405,3317.18486137269
"3367","SV2","DCM","SAR406",16,53,671,1,30,2225831.04198108,3317.18486137269
"3368","SV2","EPI","SAR406",18,2,177,0,100,176142.51613889,0
"3369","SV2","EPI","SAR406",18,3,196,0,100,195050.469848714,0
"3370","SV2","EPI","SAR406",18,4,138,0,100,137331.453260829,0
"3371","SV2","EPI","SAR406",18,5,172,0,100,171166.738846831,0
"3372","SV2","EPI","SAR406",18,6,166,1,100,165195.80609636,995.155458411807
"3373","SV2","EPI","SAR406",18,8,179,0,100,178132.827055713,0
"3374","SV2","EPI","SAR406",18,10,154,0,100,153253.940595418,0
"3375","SV2","EPI","SAR406",18,11,168,0,100,167186.117013184,0
"3376","SV2","EPI","SAR406",18,12,191,1,100,190074.692556655,995.155458411807
"3377","SV2","EPI","SAR406",18,13,159,1,100,158229.717887477,995.155458411807
"3378","SV2","EPI","SAR406",18,14,197,2,100,196045.625307126,1990.31091682361
"3379","SV2","EPI","SAR406",18,15,182,2,100,181118.293430949,1990.31091682361
"3380","SV2","EPI","SAR406",18,16,164,0,100,163205.495179536,0
"3381","SV2","EPI","SAR406",18,18,153,0,100,152258.785137006,0
"3382","SV2","EPI","SAR406",18,20,119,0,100,118423.499551005,0
"3383","SV2","EPI","SAR406",18,21,180,0,100,179127.982514125,0
"3384","SV2","EPI","SAR406",18,22,196,2,100,195050.469848714,1990.31091682361
"3385","SV2","EPI","SAR406",18,23,166,0,100,165195.80609636,0
"3386","SV2","EPI","SAR406",18,24,158,0,100,157234.562429066,0
"3387","SV2","EPI","SAR406",18,25,154,0,100,153253.940595418,0
"3388","SV2","EPI","SAR406",18,26,146,0,100,145292.696928124,0
"3389","SV2","EPI","SAR406",18,28,174,0,100,173157.049763654,0
"3390","SV2","EPI","SAR406",18,29,167,0,100,166190.961554772,0
"3391","SV2","EPI","SAR406",18,30,154,0,100,153253.940595418,0
"3392","SV2","EPI","SAR406",18,32,179,0,100,178132.827055713,0
"3393","SV2","EPI","SAR406",18,33,146,0,100,145292.696928124,0
"3394","SV2","EPI","SAR406",18,34,175,3,100,174152.205222066,2985.46637523542
"3395","SV2","EPI","SAR406",18,35,194,0,100,193060.158931891,0
"3396","SV2","EPI","SAR406",18,36,168,0,100,167186.117013184,0
"3397","SV2","EPI","SAR406",18,37,220,3,100,218934.200850598,2985.46637523542
"3398","SV2","EPI","SAR406",18,38,172,0,100,171166.738846831,0
"3399","SV2","EPI","SAR406",18,41,170,0,100,169176.427930007,0
"3400","SV2","EPI","SAR406",18,42,170,0,100,169176.427930007,0
"3401","SV2","EPI","SAR406",18,43,152,1,100,151263.629678595,995.155458411807
"3402","SV2","EPI","SAR406",18,44,178,0,100,177137.671597302,0
"3403","SV2","EPI","SAR406",18,45,181,0,100,180123.137972537,0
"3404","SV2","EPI","SAR406",18,46,155,1,100,154249.09605383,995.155458411807
"3405","SV2","EPI","SAR406",18,47,166,0,100,165195.80609636,0
"3406","SV2","EPI","SAR406",18,49,169,1,100,168181.272471595,995.155458411807
"3407","SV2","EPI","SAR406",18,50,179,0,100,178132.827055713,0
"3408","SV2","EPI","SAR406",18,51,159,2,100,158229.717887477,1990.31091682361
"3409","SV2","EPI","SAR406",18,53,172,0,100,171166.738846831,0
"3410","SV2","EPI","SAR406",18,54,170,0,100,169176.427930007,0
"3411","EG1","DCM","DELTA",5,2,99,11,30,328401.301275896,36489.0334750996
"3412","EG1","DCM","DELTA",5,5,106,2,30,351621.595305505,6634.36972274538
"3413","EG1","DCM","DELTA",5,6,125,1,30,414648.107671586,3317.18486137269
"3414","EG1","DCM","DELTA",5,7,113,2,30,374841.889335114,6634.36972274538
"3415","EG1","DCM","DELTA",5,8,112,17,30,371524.704473741,56392.1426433357
"3416","EG1","DCM","DELTA",5,9,109,7,30,361573.149889623,23220.2940296088
"3417","EG1","DCM","DELTA",5,10,133,3,30,441185.586562568,9951.55458411807
"3418","EG1","DCM","DELTA",5,11,128,7,30,424599.662255704,23220.2940296088
"3419","EG1","DCM","DELTA",5,14,133,2,30,441185.586562568,6634.36972274538
"3420","EG1","DCM","DELTA",5,16,145,15,30,480991.80489904,49757.7729205904
"3421","EG1","DCM","DELTA",5,18,115,14,30,381476.259057859,46440.5880592177
"3422","EG1","DCM","DELTA",5,19,97,7,30,321766.931553151,23220.2940296088
"3423","EG1","DCM","DELTA",5,20,93,8,30,308498.19210766,26537.4788909815
"3424","EG1","DCM","DELTA",5,21,105,9,30,348304.410444132,29854.6637523542
"3425","EG1","DCM","DELTA",5,23,124,14,30,411330.922810214,46440.5880592177
"3426","EG1","DCM","DELTA",5,24,110,8,30,364890.334750996,26537.4788909815
"3427","EG1","DCM","DELTA",5,25,122,18,30,404696.553087468,59709.3275047084
"3428","EG1","DCM","DELTA",5,26,108,11,30,358255.965028251,36489.0334750996
"3429","EG1","DCM","DELTA",5,28,124,4,30,411330.922810214,13268.7394454908
"3430","EG1","DCM","DELTA",5,29,123,6,30,408013.737948841,19903.1091682361
"3431","EG1","DCM","DELTA",5,30,141,1,30,467723.065453549,3317.18486137269
"3432","EG1","DCM","DELTA",5,31,106,14,30,351621.595305505,46440.5880592177
"3433","EG1","DCM","DELTA",5,32,142,7,30,471040.250314922,23220.2940296088
"3434","EG1","DCM","DELTA",5,33,117,16,30,388110.628780605,53074.957781963
"3435","EG1","DCM","DELTA",5,34,70,15,30,232202.940296088,49757.7729205904
"3436","EG1","DCM","DELTA",5,35,121,1,30,401379.368226096,3317.18486137269
"3437","EG1","DCM","DELTA",5,36,134,15,30,444502.77142394,49757.7729205904
"3438","EG1","DCM","DELTA",5,37,130,9,30,431234.03197845,29854.6637523542
"3439","EG1","DCM","DELTA",5,38,100,4,30,331718.486137269,13268.7394454908
"3440","EG1","DCM","DELTA",5,40,100,13,30,331718.486137269,43123.403197845
"3441","EG1","DCM","DELTA",5,41,126,10,30,417965.292532959,33171.8486137269
"3442","EG1","DCM","DELTA",5,42,121,21,30,401379.368226096,69660.8820888265
"3443","EG1","DCM","DELTA",5,43,121,14,30,401379.368226096,46440.5880592177
"3444","EG1","DCM","DELTA",5,44,112,17,30,371524.704473741,56392.1426433357
"3445","EG1","DCM","DELTA",5,46,107,0,30,354938.780166878,0
"3446","EG1","DCM","DELTA",5,47,84,12,30,278643.528355306,39806.2183364723
"3447","EG1","DCM","DELTA",5,48,117,21,30,388110.628780605,69660.8820888265
"3448","EG1","DCM","DELTA",5,49,113,5,30,374841.889335114,16585.9243068634
"3449","EG1","DCM","DELTA",5,50,98,14,30,325084.116414524,46440.5880592177
"3450","EG1","DCM","DELTA",5,51,83,3,30,275326.343493933,9951.55458411807
"3451","EG1","DCM","DELTA",5,53,90,15,30,298546.637523542,49757.7729205904
"3452","EG1","DCM","DELTA",5,54,116,5,30,384793.443919232,16585.9243068634
"3453","EG1","DCM","DELTA",5,55,93,23,30,308498.19210766,76295.2518115719
"3454","EG1","EPI","DELTA",6,3,74,1,30,245471.679741579,3317.18486137269
"3455","EG1","EPI","DELTA",6,5,58,2,30,192396.721959616,6634.36972274538
"3456","EG1","EPI","DELTA",6,6,42,1,30,139321.764177653,3317.18486137269
"3457","EG1","EPI","DELTA",6,7,55,2,30,182445.167375498,6634.36972274538
"3458","EG1","EPI","DELTA",6,8,56,0,30,185762.352236871,0
"3459","EG1","EPI","DELTA",6,9,67,1,30,222251.38571197,3317.18486137269
"3460","EG1","EPI","DELTA",6,10,64,0,30,212299.831127852,0
"3461","EG1","EPI","DELTA",6,11,66,1,30,218934.200850598,3317.18486137269
"3462","EG1","EPI","DELTA",6,12,52,1,30,172493.61279138,3317.18486137269
"3463","EG1","EPI","DELTA",6,13,57,1,30,189079.537098243,3317.18486137269
"3464","EG1","EPI","DELTA",6,14,57,0,30,189079.537098243,0
"3465","EG1","EPI","DELTA",6,15,76,1,30,252106.049464324,3317.18486137269
"3466","EG1","EPI","DELTA",6,16,60,2,30,199031.091682361,6634.36972274538
