"","StationName","Depth","Domain","SMP_No","FOV_No","DAPI_Nr_Set","DAPI_Nr_SubSet","Volume","X","conc.DAPI","conc.FISH"
"1","EG1","DCM","ALT",11,1,110,7,30,NA,364890.334750996,23220.2940296088
"2","EG1","DCM","ALT",11,2,145,15,30,NA,480991.80489904,49757.7729205904
"3","EG1","DCM","ALT",11,3,125,16,30,NA,414648.107671586,53074.957781963
"4","EG1","DCM","ALT",11,5,91,5,30,NA,301863.822384915,16585.9243068634
"5","EG1","DCM","ALT",11,6,108,3,30,NA,358255.965028251,9951.55458411807
"6","EG1","DCM","ALT",11,7,131,3,30,NA,434551.216839822,9951.55458411807
"7","EG1","DCM","ALT",11,10,127,9,30,NA,421282.477394332,29854.6637523542
"8","EG1","DCM","ALT",11,14,90,4,30,NA,298546.637523542,13268.7394454908
"9","EG1","DCM","ALT",11,15,126,6,30,NA,417965.292532959,19903.1091682361
"10","EG1","DCM","ALT",11,16,129,3,30,NA,427916.847117077,9951.55458411807
"11","EG1","DCM","ALT",11,17,116,3,30,NA,384793.443919232,9951.55458411807
"12","EG1","DCM","ALT",11,18,125,9,30,NA,414648.107671586,29854.6637523542
"13","EG1","DCM","ALT",11,20,111,4,30,NA,368207.519612369,13268.7394454908
"14","EG1","DCM","ALT",11,21,120,9,30,NA,398062.183364723,29854.6637523542
"15","EG1","DCM","ALT",11,22,109,7,30,NA,361573.149889623,23220.2940296088
"16","EG1","DCM","ALT",11,23,151,5,30,NA,500894.914067276,16585.9243068634
"17","EG1","DCM","ALT",11,24,105,14,30,NA,348304.410444132,46440.5880592177
"18","EG1","DCM","ALT",11,25,131,5,30,NA,434551.216839822,16585.9243068634
"19","EG1","DCM","ALT",11,29,120,11,30,NA,398062.183364723,36489.0334750996
"20","EG1","DCM","ALT",11,30,134,3,30,NA,444502.77142394,9951.55458411807
"21","EG1","DCM","ALT",11,32,152,8,30,NA,504212.098928649,26537.4788909815
"22","EG1","DCM","ALT",11,33,116,4,30,NA,384793.443919232,13268.7394454908
"23","EG1","DCM","ALT",11,35,90,3,30,NA,298546.637523542,9951.55458411807
"24","EG1","DCM","ALT",11,36,121,14,30,NA,401379.368226096,46440.5880592177
"25","EG1","DCM","ALT",11,37,136,1,30,NA,451137.141146686,3317.18486137269
"26","EG1","DCM","ALT",11,38,152,10,30,NA,504212.098928649,33171.8486137269
"27","EG1","DCM","ALT",11,39,142,6,30,NA,471040.250314922,19903.1091682361
"28","EG1","DCM","ALT",11,41,130,11,30,NA,431234.03197845,36489.0334750996
"29","EG1","DCM","ALT",11,46,123,5,30,NA,408013.737948841,16585.9243068634
"30","EG1","DCM","ALT",11,47,135,16,30,NA,447819.956285313,53074.957781963
"31","EG1","DCM","ALT",11,48,140,6,30,NA,464405.880592177,19903.1091682361
"32","EG1","DCM","ALT",11,51,179,12,30,NA,593776.090185712,39806.2183364723
"33","EG1","DCM","ALT",11,52,144,5,30,NA,477674.620037667,16585.9243068634
"34","EG1","DCM","ALT",11,53,181,26,30,NA,600410.459908457,86246.8063956899
"35","EG1","DCM","ALT",11,55,185,12,30,NA,613679.199353948,39806.2183364723
"36","EG1","EPI","ALT",12,3,60,0,30,NA,199031.091682361,0
"37","EG1","EPI","ALT",12,7,57,1,30,NA,189079.537098243,3317.18486137269
"38","EG1","EPI","ALT",12,10,42,2,30,NA,139321.764177653,6634.36972274538
"39","EG1","EPI","ALT",12,11,66,1,30,NA,218934.200850598,3317.18486137269
"40","EG1","EPI","ALT",12,12,52,0,30,NA,172493.61279138,0
"41","EG1","EPI","ALT",12,13,56,1,30,NA,185762.352236871,3317.18486137269
"42","EG1","EPI","ALT",12,14,71,1,30,NA,235520.125157461,3317.18486137269
"43","EG1","EPI","ALT",12,15,52,3,30,NA,172493.61279138,9951.55458411807
"44","EG1","EPI","ALT",12,16,60,1,30,NA,199031.091682361,3317.18486137269
"45","EG1","EPI","ALT",12,17,56,1,30,NA,185762.352236871,3317.18486137269
"46","EG1","EPI","ALT",12,18,49,2,30,NA,162542.058207262,6634.36972274538
"47","EG1","EPI","ALT",12,20,53,0,30,NA,175810.797652753,0
"48","EG1","EPI","ALT",12,21,52,2,30,NA,172493.61279138,6634.36972274538
"49","EG1","EPI","ALT",12,22,52,0,30,NA,172493.61279138,0
"50","EG1","EPI","ALT",12,23,55,3,30,NA,182445.167375498,9951.55458411807
"51","EG1","EPI","ALT",12,26,59,2,30,NA,195713.906820989,6634.36972274538
"52","EG1","EPI","ALT",12,28,73,1,30,NA,242154.494880206,3317.18486137269
"53","EG1","EPI","ALT",12,29,65,2,30,NA,215617.015989225,6634.36972274538
"54","EG1","EPI","ALT",12,30,60,1,30,NA,199031.091682361,3317.18486137269
"55","EG1","EPI","ALT",12,31,40,1,30,NA,132687.394454908,3317.18486137269
"56","EG1","EPI","ALT",12,32,60,1,30,NA,199031.091682361,3317.18486137269
"57","EG1","EPI","ALT",12,33,64,1,30,NA,212299.831127852,3317.18486137269
"58","EG1","EPI","ALT",12,34,68,0,30,NA,225568.570573343,0
"59","EG1","EPI","ALT",12,36,57,0,30,NA,189079.537098243,0
"60","EG1","EPI","ALT",12,37,60,4,30,NA,199031.091682361,13268.7394454908
"61","EG1","EPI","ALT",12,38,68,2,30,NA,225568.570573343,6634.36972274538
"62","EG1","EPI","ALT",12,39,53,2,30,NA,175810.797652753,6634.36972274538
"63","EG1","EPI","ALT",12,40,65,1,30,NA,215617.015989225,3317.18486137269
"64","EG1","EPI","ALT",12,41,52,0,30,NA,172493.61279138,0
"65","EG1","EPI","ALT",12,42,47,1,30,NA,155907.688484516,3317.18486137269
"66","EG1","EPI","ALT",12,43,63,3,30,NA,208982.646266479,9951.55458411807
"67","EG1","EPI","ALT",12,44,67,2,30,NA,222251.38571197,6634.36972274538
"68","EG1","EPI","ALT",12,46,41,0,30,NA,136004.57931628,0
"69","EG1","EPI","ALT",12,47,42,1,30,NA,139321.764177653,3317.18486137269
"70","EG1","EPI","ALT",12,48,61,0,30,NA,202348.276543734,0
"71","EG1","EPI","ALT",12,50,51,3,30,NA,169176.427930007,9951.55458411807
"72","EG1","EPI","ALT",12,53,68,5,30,NA,225568.570573343,16585.9243068634
"73","EG1","MESO","ALT",1,1,44,3,100,NA,43786.8401701195,2985.46637523542
"74","EG1","MESO","ALT",1,5,33,2,100,NA,32840.1301275896,1990.31091682361
"75","EG1","MESO","ALT",1,6,46,3,100,NA,45777.1510869431,2985.46637523542
"76","EG1","MESO","ALT",1,8,25,2,100,NA,24878.8864602952,1990.31091682361
"77","EG1","MESO","ALT",1,9,37,0,100,NA,36820.7519612369,0
"78","EG1","MESO","ALT",1,10,41,2,100,NA,40801.3737948841,1990.31091682361
"79","EG1","MESO","ALT",1,15,38,0,100,NA,37815.9074196487,0
"80","EG1","MESO","ALT",1,16,48,1,100,NA,47767.4620037667,995.155458411807
"81","EG1","MESO","ALT",1,19,34,0,100,NA,33835.2855860014,0
"82","EG1","MESO","ALT",1,20,39,1,100,NA,38811.0628780605,995.155458411807
"83","EG1","MESO","ALT",1,23,36,1,100,NA,35825.5965028251,995.155458411807
"84","EG1","MESO","ALT",1,25,39,2,100,NA,38811.0628780605,1990.31091682361
"85","EG1","MESO","ALT",1,26,28,0,100,NA,27864.3528355306,0
"86","EG1","MESO","ALT",1,28,37,1,100,NA,36820.7519612369,995.155458411807
"87","EG1","MESO","ALT",1,31,42,0,100,NA,41796.5292532959,0
"88","EG1","MESO","ALT",1,32,33,2,100,NA,32840.1301275896,1990.31091682361
"89","EG1","MESO","ALT",1,34,46,3,100,NA,45777.1510869431,2985.46637523542
"90","EG1","MESO","ALT",1,35,53,3,100,NA,52743.2392958258,2985.46637523542
"91","EG1","MESO","ALT",1,37,37,0,100,NA,36820.7519612369,0
"92","EG1","MESO","ALT",1,38,48,0,100,NA,47767.4620037667,0
"93","EG1","MESO","ALT",1,39,45,1,100,NA,44781.9956285313,995.155458411807
"94","EG1","MESO","ALT",1,41,20,0,100,NA,19903.1091682361,0
"95","EG1","MESO","ALT",1,42,26,0,100,NA,25874.041918707,0
"96","EG1","MESO","ALT",1,45,40,1,100,NA,39806.2183364723,995.155458411807
"97","EG1","MESO","ALT",1,46,40,0,100,NA,39806.2183364723,0
"98","EG1","MESO","ALT",1,49,36,1,100,NA,35825.5965028251,995.155458411807
"99","EG1","MESO","ALT",1,51,44,1,100,NA,43786.8401701195,995.155458411807
"100","EG1","MESO","ALT",1,55,31,0,100,NA,30849.819210766,0
"101","EG1","MESO","ALT",1,56,43,1,100,NA,42791.6847117077,995.155458411807
"102","EG1","MESO","ALT",1,57,49,2,100,NA,48762.6174621785,1990.31091682361
"103","EG1","MESO","ALT",1,59,28,1,100,NA,27864.3528355306,995.155458411807
"104","EG1","MESO","ALT",1,63,42,0,100,NA,41796.5292532959,0
"105","EG4","DCM","ALT",13,3,36,0,30,NA,119418.655009417,0
"106","EG4","DCM","ALT",13,4,27,1,30,NA,89563.9912570626,3317.18486137269
"107","EG4","DCM","ALT",13,6,38,1,30,NA,126053.024732162,3317.18486137269
"108","EG4","DCM","ALT",13,7,28,4,30,NA,92881.1761184353,13268.7394454908
"109","EG4","DCM","ALT",13,8,43,6,30,NA,142638.949039026,19903.1091682361
"110","EG4","DCM","ALT",13,9,45,3,30,NA,149273.318761771,9951.55458411807
"111","EG4","DCM","ALT",13,10,5,1,30,NA,16585.9243068634,3317.18486137269
"112","EG4","DCM","ALT",13,11,88,4,30,NA,291912.267800797,13268.7394454908
"113","EG4","DCM","ALT",13,12,48,3,30,NA,159224.873345889,9951.55458411807
"114","EG4","DCM","ALT",13,13,40,1,30,NA,132687.394454908,3317.18486137269
"115","EG4","DCM","ALT",13,14,34,6,30,NA,112784.285286671,19903.1091682361
"116","EG4","DCM","ALT",13,15,36,0,30,NA,119418.655009417,0
"117","EG4","DCM","ALT",13,18,85,1,30,NA,281960.713216679,3317.18486137269
"118","EG4","DCM","ALT",13,19,14,1,30,NA,46440.5880592177,3317.18486137269
"119","EG4","DCM","ALT",13,21,18,1,30,NA,59709.3275047084,3317.18486137269
"120","EG4","DCM","ALT",13,25,28,2,30,NA,92881.1761184353,6634.36972274538
"121","EG4","DCM","ALT",13,26,82,5,30,NA,272009.158632561,16585.9243068634
"122","EG4","DCM","ALT",13,30,37,6,30,NA,122735.83987079,19903.1091682361
"123","EG4","DCM","ALT",13,31,52,5,30,NA,172493.61279138,16585.9243068634
"124","EG4","DCM","ALT",13,32,28,2,30,NA,92881.1761184353,6634.36972274538
"125","EG4","DCM","ALT",13,33,29,0,30,NA,96198.360979808,0
"126","EG4","DCM","ALT",13,36,173,13,30,NA,573872.981017475,43123.403197845
"127","EG4","DCM","ALT",13,38,16,3,30,NA,53074.957781963,9951.55458411807
"128","EG4","DCM","ALT",13,42,9,2,30,NA,29854.6637523542,6634.36972274538
"129","EG4","DCM","ALT",13,44,20,2,30,NA,66343.6972274538,6634.36972274538
"130","EG4","DCM","ALT",13,46,7,2,30,NA,23220.2940296088,6634.36972274538
"131","EG4","DCM","ALT",13,47,16,2,30,NA,53074.957781963,6634.36972274538
"132","EG4","DCM","ALT",13,49,31,5,30,NA,102832.730702553,16585.9243068634
"133","EG4","DCM","ALT",13,52,145,14,30,NA,480991.80489904,46440.5880592177
"134","EG4","DCM","ALT",13,53,20,2,30,NA,66343.6972274538,6634.36972274538
"135","EG4","DCM","ALT",13,54,32,3,30,NA,106149.915563926,9951.55458411807
"136","EG4","DCM","ALT",13,55,14,1,30,NA,46440.5880592177,3317.18486137269
"137","EG4","EPI","ALT",14,1,161,7,30,NA,534066.762681003,23220.2940296088
"138","EG4","EPI","ALT",14,2,104,1,30,NA,344987.22558276,3317.18486137269
"139","EG4","EPI","ALT",14,4,153,0,30,NA,507529.283790022,0
"140","EG4","EPI","ALT",14,5,157,1,30,NA,520798.023235512,3317.18486137269
"141","EG4","EPI","ALT",14,6,147,1,30,NA,487626.174621785,3317.18486137269
"142","EG4","EPI","ALT",14,8,135,5,30,NA,447819.956285313,16585.9243068634
"143","EG4","EPI","ALT",14,10,179,1,30,NA,593776.090185712,3317.18486137269
"144","EG4","EPI","ALT",14,11,72,0,30,NA,238837.310018834,0
"145","EG4","EPI","ALT",14,12,167,3,30,NA,553969.871849239,9951.55458411807
"146","EG4","EPI","ALT",14,13,171,3,30,NA,567238.61129473,9951.55458411807
"147","EG4","EPI","ALT",14,15,168,1,30,NA,557287.056710612,3317.18486137269
"148","EG4","EPI","ALT",14,16,158,1,30,NA,524115.208096885,3317.18486137269
"149","EG4","EPI","ALT",14,17,171,1,30,NA,567238.61129473,3317.18486137269
"150","EG4","EPI","ALT",14,18,200,5,30,NA,663436.972274538,16585.9243068634
"151","EG4","EPI","ALT",14,19,202,3,30,NA,670071.341997283,9951.55458411807
"152","EG4","EPI","ALT",14,21,131,1,30,NA,434551.216839822,3317.18486137269
"153","EG4","EPI","ALT",14,22,181,1,30,NA,600410.459908457,3317.18486137269
"154","EG4","EPI","ALT",14,24,155,0,30,NA,514163.653512767,0
"155","EG4","EPI","ALT",14,25,117,1,30,NA,388110.628780605,3317.18486137269
"156","EG4","EPI","ALT",14,26,135,0,30,NA,447819.956285313,0
"157","EG4","EPI","ALT",14,27,184,3,30,NA,610362.014492575,9951.55458411807
"158","EG4","EPI","ALT",14,28,170,3,30,NA,563921.426433357,9951.55458411807
"159","EG4","EPI","ALT",14,29,173,2,30,NA,573872.981017475,6634.36972274538
"160","EG4","EPI","ALT",14,31,161,1,30,NA,534066.762681003,3317.18486137269
"161","EG4","EPI","ALT",14,32,98,1,30,NA,325084.116414524,3317.18486137269
"162","EG4","EPI","ALT",14,33,132,3,30,NA,437868.401701195,9951.55458411807
"163","EG4","EPI","ALT",14,36,179,3,30,NA,593776.090185712,9951.55458411807
"164","EG4","EPI","ALT",14,37,176,0,30,NA,583824.535601593,0
"165","EG4","EPI","ALT",14,38,116,1,30,NA,384793.443919232,3317.18486137269
"166","EG4","EPI","ALT",14,39,117,1,30,NA,388110.628780605,3317.18486137269
"167","EG4","EPI","ALT",14,40,189,5,30,NA,626947.938799439,16585.9243068634
"168","EG4","EPI","ALT",14,42,185,1,30,NA,613679.199353948,3317.18486137269
"169","EG4","EPI","ALT",14,43,110,1,30,NA,364890.334750996,3317.18486137269
"170","EG4","EPI","ALT",14,45,165,5,30,NA,547335.502126494,16585.9243068634
"171","EG4","EPI","ALT",14,47,109,2,30,NA,361573.149889623,6634.36972274538
"172","EG4","EPI","ALT",14,48,150,0,30,NA,497577.729205904,0
"173","EG4","EPI","ALT",14,49,158,1,30,NA,524115.208096885,3317.18486137269
"174","EG4","EPI","ALT",14,50,114,0,30,NA,378159.074196487,0
"175","EG4","EPI","ALT",14,51,122,0,30,NA,404696.553087468,0
"176","EG4","EPI","ALT",14,52,129,1,30,NA,427916.847117077,3317.18486137269
"177","EG4","EPI","ALT",14,53,144,3,30,NA,477674.620037667,9951.55458411807
"178","EG4","MESO","ALT",2,1,139,2,130,NA,106405.083630186,1531.00839755663
"179","EG4","MESO","ALT",2,2,131,0,130,NA,100281.050039959,0
"180","EG4","MESO","ALT",2,3,63,4,130,NA,48226.7645230337,3062.01679511325
"181","EG4","MESO","ALT",2,4,163,2,130,NA,124777.184400865,1531.00839755663
"182","EG4","MESO","ALT",2,5,125,2,130,NA,95688.0248472891,1531.00839755663
"183","EG4","MESO","ALT",2,6,111,4,130,NA,84970.9660643928,3062.01679511325
"184","EG4","MESO","ALT",2,7,136,2,130,NA,104108.571033851,1531.00839755663
"185","EG4","MESO","ALT",2,8,147,2,130,NA,112529.117220412,1531.00839755663
"186","EG4","MESO","ALT",2,9,148,1,130,NA,113294.62141919,765.504198778313
"187","EG4","MESO","ALT",2,10,143,0,130,NA,109467.100425299,0
"188","EG4","MESO","ALT",2,11,134,1,130,NA,102577.562636294,765.504198778313
"189","EG4","MESO","ALT",2,14,107,2,130,NA,81908.9492692795,1531.00839755663
"190","EG4","MESO","ALT",2,18,147,1,130,NA,112529.117220412,765.504198778313
"191","EG4","MESO","ALT",2,19,135,1,130,NA,103343.066835072,765.504198778313
"192","EG4","MESO","ALT",2,20,141,1,130,NA,107936.092027742,765.504198778313
"193","EG4","MESO","ALT",2,22,146,2,130,NA,111763.613021634,1531.00839755663
"194","EG4","MESO","ALT",2,23,130,2,130,NA,99515.5458411807,1531.00839755663
"195","EG4","MESO","ALT",2,24,115,2,130,NA,88032.982859506,1531.00839755663
"196","EG4","MESO","ALT",2,25,147,2,130,NA,112529.117220412,1531.00839755663
"197","EG4","MESO","ALT",2,30,144,2,130,NA,110232.604624077,1531.00839755663
"198","EG4","MESO","ALT",2,33,132,2,130,NA,101046.554238737,1531.00839755663
"199","EG4","MESO","ALT",2,34,130,1,130,NA,99515.5458411807,765.504198778313
"200","EG4","MESO","ALT",2,35,144,5,130,NA,110232.604624077,3827.52099389157
"201","EG4","MESO","ALT",2,37,141,3,130,NA,107936.092027742,2296.51259633494
"202","EG4","MESO","ALT",2,40,148,0,130,NA,113294.62141919,0
"203","EG4","MESO","ALT",2,41,117,1,130,NA,89563.9912570626,765.504198778313
"204","EG4","MESO","ALT",2,42,162,1,130,NA,124011.680202087,765.504198778313
"205","EG4","MESO","ALT",2,43,157,3,130,NA,120184.159208195,2296.51259633494
"206","EG4","MESO","ALT",2,47,130,3,130,NA,99515.5458411807,2296.51259633494
"207","EG4","MESO","ALT",2,49,128,0,130,NA,97984.5374436241,0
"208","EG4","MESO","ALT",2,52,123,0,130,NA,94157.0164497325,0
"209","EG4","MESO","ALT",2,54,151,2,130,NA,115591.134015525,1531.00839755663
"210","EG4","MESO","ALT",2,55,164,1,130,NA,125542.688599643,765.504198778313
"211","EG4","MESO","ALT",2,56,158,2,130,NA,120949.663406973,1531.00839755663
"212","EG4","MESO","ALT",2,59,165,2,130,NA,126308.192798422,1531.00839755663
"213","EG4","MESO","ALT",2,61,127,2,130,NA,97219.0332448458,1531.00839755663
"214","EG4","MESO","ALT",2,64,151,2,130,NA,115591.134015525,1531.00839755663
"215","EG4","MESO","ALT",2,66,129,4,130,NA,98750.0416424024,3062.01679511325
"216","EG4","BATHY","ALT",3,1,47,0,130,NA,35978.6973425807,0
"217","EG4","BATHY","ALT",3,2,26,0,130,NA,19903.1091682361,0
"218","EG4","BATHY","ALT",3,3,24,0,130,NA,18372.1007706795,0
"219","EG4","BATHY","ALT",3,4,15,0,130,NA,11482.5629816747,0
"220","EG4","BATHY","ALT",3,8,15,0,130,NA,11482.5629816747,0
"221","EG4","BATHY","ALT",3,9,12,0,130,NA,9186.05038533976,0
"222","EG4","BATHY","ALT",3,12,93,1,130,NA,71191.8904863831,765.504198778313
"223","EG4","BATHY","ALT",3,13,11,0,130,NA,8420.54618656144,0
"224","EG4","BATHY","ALT",3,14,8,0,130,NA,6124.03359022651,0
"225","EG4","BATHY","ALT",3,15,7,0,130,NA,5358.52939144819,0
"226","EG4","BATHY","ALT",3,16,95,2,130,NA,72722.8988839397,1531.00839755663
"227","EG4","BATHY","ALT",3,18,22,0,130,NA,16841.0923731229,0
"228","EG4","BATHY","ALT",3,19,18,0,130,NA,13779.0755780096,0
"229","EG4","BATHY","ALT",3,20,158,1,130,NA,120949.663406973,765.504198778313
"230","EG4","BATHY","ALT",3,22,23,1,130,NA,17606.5965719012,765.504198778313
"231","EG4","BATHY","ALT",3,24,4,0,130,NA,3062.01679511325,0
"232","EG4","BATHY","ALT",3,25,21,0,130,NA,16075.5881743446,0
"233","EG4","BATHY","ALT",3,26,12,0,130,NA,9186.05038533976,0
"234","EG4","BATHY","ALT",3,29,17,0,130,NA,13013.5713792313,0
"235","EG4","BATHY","ALT",3,33,10,2,130,NA,7655.04198778313,1531.00839755663
"236","EG4","BATHY","ALT",3,34,8,0,130,NA,6124.03359022651,0
"237","EG4","BATHY","ALT",3,35,24,0,130,NA,18372.1007706795,0
"238","EG4","BATHY","ALT",3,36,27,0,130,NA,20668.6133670145,0
"239","EG4","BATHY","ALT",3,37,17,1,130,NA,13013.5713792313,765.504198778313
"240","EG4","BATHY","ALT",3,39,16,0,130,NA,12248.067180453,0
"241","EG4","BATHY","ALT",3,41,116,2,130,NA,88798.4870582843,1531.00839755663
"242","EG4","BATHY","ALT",3,43,27,1,130,NA,20668.6133670145,765.504198778313
"243","EG4","BATHY","ALT",3,46,29,0,130,NA,22199.6217645711,0
"244","EG4","BATHY","ALT",3,48,27,0,130,NA,20668.6133670145,0
"245","EG4","BATHY","ALT",3,50,23,0,130,NA,17606.5965719012,0
"246","EG4","BATHY","ALT",3,51,42,1,130,NA,32151.1763486892,765.504198778313
"247","EG4","BATHY","ALT",3,52,12,0,130,NA,9186.05038533976,0
"248","EG4","BATHY","ALT",3,53,23,0,130,NA,17606.5965719012,0
"249","EG4","BATHY","ALT",3,54,147,1,130,NA,112529.117220412,765.504198778313
"250","EG4","BATHY","ALT",3,56,8,0,130,NA,6124.03359022651,0
"251","EG4","BATHY","ALT",3,59,10,0,130,NA,7655.04198778313,0
"252","EG4","BATHY","ALT",3,61,30,0,130,NA,22965.1259633494,0
"253","EG4","BATHY","ALT",3,62,28,0,130,NA,21434.1175657928,0
"254","EG4","BATHY","ALT",3,63,26,1,130,NA,19903.1091682361,765.504198778313
"255","N3","DCM","ALT",15,1,237,3,30,NA,786172.812145328,9951.55458411807
"256","N3","DCM","ALT",15,3,514,1,30,NA,1705033.01874556,3317.18486137269
"257","N3","DCM","ALT",15,5,580,3,30,NA,1923967.21959616,9951.55458411807
"258","N3","DCM","ALT",15,6,604,16,30,NA,2003579.6562691,53074.957781963
"259","N3","DCM","ALT",15,7,569,5,30,NA,1887478.18612106,16585.9243068634
"260","N3","DCM","ALT",15,9,575,4,30,NA,1907381.2952893,13268.7394454908
"261","N3","DCM","ALT",15,14,641,3,30,NA,2126315.49613989,9951.55458411807
"262","N3","DCM","ALT",15,17,623,13,30,NA,2066606.16863519,43123.403197845
"263","N3","DCM","ALT",15,19,577,13,30,NA,1914015.66501204,43123.403197845
"264","N3","DCM","ALT",15,20,550,5,30,NA,1824451.67375498,16585.9243068634
"265","N3","DCM","ALT",15,21,566,3,30,NA,1877526.63153694,9951.55458411807
"266","N3","DCM","ALT",15,22,602,4,30,NA,1996945.28654636,13268.7394454908
"267","N3","DCM","ALT",15,24,639,13,30,NA,2119681.12641715,43123.403197845
"268","N3","DCM","ALT",15,25,555,3,30,NA,1841037.59806184,9951.55458411807
"269","N3","DCM","ALT",15,27,562,6,30,NA,1864257.89209145,19903.1091682361
"270","N3","DCM","ALT",15,28,581,14,30,NA,1927284.40445753,46440.5880592177
"271","N3","DCM","ALT",15,30,554,1,30,NA,1837720.41320047,3317.18486137269
"272","N3","DCM","ALT",15,31,589,2,30,NA,1953821.88334851,6634.36972274538
"273","N3","DCM","ALT",15,32,599,8,30,NA,1986993.73196224,26537.4788909815
"274","N3","DCM","ALT",15,33,592,6,30,NA,1963773.43793263,19903.1091682361
"275","N3","DCM","ALT",15,35,597,6,30,NA,1980359.3622395,19903.1091682361
"276","N3","DCM","ALT",15,37,601,2,30,NA,1993628.10168499,6634.36972274538
"277","N3","DCM","ALT",15,38,618,8,30,NA,2050020.24432832,26537.4788909815
"278","N3","DCM","ALT",15,42,473,6,30,NA,1569028.43942928,19903.1091682361
"279","N3","DCM","ALT",15,43,442,2,30,NA,1466195.70872673,6634.36972274538
"280","N3","DCM","ALT",15,44,512,4,30,NA,1698398.64902282,13268.7394454908
"281","N3","DCM","ALT",15,46,553,2,30,NA,1834403.2283391,6634.36972274538
"282","N3","DCM","ALT",15,51,592,7,30,NA,1963773.43793263,23220.2940296088
"283","N3","DCM","ALT",15,52,583,1,30,NA,1933918.77418028,3317.18486137269
"284","N3","DCM","ALT",15,53,654,7,30,NA,2169438.89933774,23220.2940296088
"285","N3","DCM","ALT",15,54,588,5,30,NA,1950504.69848714,16585.9243068634
"286","N3","DCM","ALT",15,55,560,9,30,NA,1857623.52236871,29854.6637523542
"287","N3","EPI","ALT",16,3,284,5,30,NA,942080.500629844,16585.9243068634
"288","N3","EPI","ALT",16,4,381,10,30,NA,1263847.43218299,33171.8486137269
"289","N3","EPI","ALT",16,6,335,12,30,NA,1111256.92855985,39806.2183364723
"290","N3","EPI","ALT",16,7,301,8,30,NA,998472.64327318,26537.4788909815
"291","N3","EPI","ALT",16,8,280,12,30,NA,928811.761184353,39806.2183364723
"292","N3","EPI","ALT",16,9,342,10,30,NA,1134477.22258946,33171.8486137269
"293","N3","EPI","ALT",16,10,310,17,30,NA,1028327.30702553,56392.1426433357
"294","N3","EPI","ALT",16,11,226,3,30,NA,749683.778670228,9951.55458411807
"295","N3","EPI","ALT",16,12,247,9,30,NA,819344.660759054,29854.6637523542
"296","N3","EPI","ALT",16,13,309,8,30,NA,1025010.12216416,26537.4788909815
"297","N3","EPI","ALT",16,15,318,9,30,NA,1054864.78591652,29854.6637523542
"298","N3","EPI","ALT",16,17,286,10,30,NA,948714.870352589,33171.8486137269
"299","N3","EPI","ALT",16,21,302,8,30,NA,1001789.82813455,26537.4788909815
"300","N3","EPI","ALT",16,22,275,6,30,NA,912225.83687749,19903.1091682361
"301","N3","EPI","ALT",16,23,390,15,30,NA,1293702.09593535,49757.7729205904
"302","N3","EPI","ALT",16,24,303,5,30,NA,1005107.01299593,16585.9243068634
"303","N3","EPI","ALT",16,25,364,9,30,NA,1207455.28953966,29854.6637523542
"304","N3","EPI","ALT",16,26,408,14,30,NA,1353411.42344006,46440.5880592177
"305","N3","EPI","ALT",16,29,163,7,30,NA,540701.132403748,23220.2940296088
"306","N3","EPI","ALT",16,31,321,6,30,NA,1064816.34050063,19903.1091682361
"307","N3","EPI","ALT",16,33,295,8,30,NA,978569.534104944,26537.4788909815
"308","N3","EPI","ALT",16,34,281,14,30,NA,932128.946045726,46440.5880592177
"309","N3","EPI","ALT",16,35,320,10,30,NA,1061499.15563926,33171.8486137269
"310","N3","EPI","ALT",16,39,321,9,30,NA,1064816.34050063,29854.6637523542
"311","N3","EPI","ALT",16,40,271,10,30,NA,898957.097431999,33171.8486137269
"312","N3","EPI","ALT",16,41,343,18,30,NA,1137794.40745083,59709.3275047084
"313","N3","EPI","ALT",16,43,350,10,30,NA,1161014.70148044,33171.8486137269
"314","N3","EPI","ALT",16,45,312,8,30,NA,1034961.67674828,26537.4788909815
"315","N3","EPI","ALT",16,47,352,2,30,NA,1167649.07120319,6634.36972274538
"316","N3","EPI","ALT",16,48,348,2,30,NA,1154380.3317577,6634.36972274538
"317","N3","EPI","ALT",16,51,347,14,30,NA,1151063.14689632,46440.5880592177
"318","N3","EPI","ALT",16,52,329,15,30,NA,1091353.81939161,49757.7729205904
"319","N3","EPI","ALT",16,53,396,11,30,NA,1313605.20510359,36489.0334750996
"320","N3","EPI","ALT",16,54,249,5,30,NA,825979.0304818,16585.9243068634
"321","N3","MESO","ALT",18,1,47,1,100,NA,46772.3065453549,995.155458411807
"322","N3","MESO","ALT",18,2,61,0,100,NA,60704.4829631202,0
"323","N3","MESO","ALT",18,7,74,0,100,NA,73641.5039224737,0
"324","N3","MESO","ALT",18,10,90,0,100,NA,89563.9912570626,0
"325","N3","MESO","ALT",18,11,49,0,100,NA,48762.6174621785,0
"326","N3","MESO","ALT",18,12,106,1,100,NA,105486.478591652,995.155458411807
"327","N3","MESO","ALT",18,14,89,0,100,NA,88568.8357986508,0
"328","N3","MESO","ALT",18,15,82,1,100,NA,81602.7475897682,995.155458411807
"329","N3","MESO","ALT",18,16,37,1,100,NA,36820.7519612369,995.155458411807
"330","N3","MESO","ALT",18,17,76,1,100,NA,75631.8148392973,995.155458411807
"331","N3","MESO","ALT",18,19,87,0,100,NA,86578.5248818272,0
"332","N3","MESO","ALT",18,20,100,1,100,NA,99515.5458411807,995.155458411807
